Sample,Sample_name,Sample_id,Stage,Site,Rotation,Replicate,Microhabitat,Rot_Comp,Year,Stage_Rep,Stage_Loc,Stage_Comp,Stage_Rot_Comp,Stage_Rot,Season,Site_year
KIT3W3RPR4,KIT3W3RP,Ki064,T3,Ki,W3,W3d,RP,W3_RP,Y2020,T3_W3d,T3_Ki,T3_RP,T3_W3_RP,T3_W3,Dry,Ki_2020
A257GOT2W1R1BS,GoT2W1BS,Go073,T2,Go,W1,W1a,BS,W1_BS,Y2021,T2_W1a,T2_Go,T2_BS,T2_W1_BS,T2_W1,Wet,Go_2021
A258GOT2W1R1RH,GoT2W1RH,Go074,T2,Go,W1,W1a,RH,W1_RH,Y2021,T2_W1a,T2_Go,T2_RH,T2_W1_RH,T2_W1,Wet,Go_2021
A259GOT2W1R1RP,GoT2W1RP,Go075,T2,Go,W1,W1a,RP,W1_RP,Y2021,T2_W1a,T2_Go,T2_RP,T2_W1_RP,T2_W1,Wet,Go_2021
A260GOT2W1R2BS,GoT2W1BS,Go076,T2,Go,W1,W1b,BS,W1_BS,Y2021,T2_W1b,T2_Go,T2_BS,T2_W1_BS,T2_W1,Wet,Go_2021
A261GOT2W1R2RH,GoT2W1RH,Go077,T2,Go,W1,W1b,RH,W1_RH,Y2021,T2_W1b,T2_Go,T2_RH,T2_W1_RH,T2_W1,Wet,Go_2021
A262GOT2W1R2RP,GoT2W1RP,Go078,T2,Go,W1,W1b,RP,W1_RP,Y2021,T2_W1b,T2_Go,T2_RP,T2_W1_RP,T2_W1,Wet,Go_2021
A263GOT2W1R3BS,GoT2W1BS,Go079,T2,Go,W1,W1c,BS,W1_BS,Y2021,T2_W1c,T2_Go,T2_BS,T2_W1_BS,T2_W1,Wet,Go_2021
A264GOT2W1R3RH,GoT2W1RH,Go080,T2,Go,W1,W1c,RH,W1_RH,Y2021,T2_W1c,T2_Go,T2_RH,T2_W1_RH,T2_W1,Wet,Go_2021
A265GOT2W1R3RP,GoT2W1RP,Go081,T2,Go,W1,W1c,RP,W1_RP,Y2021,T2_W1c,T2_Go,T2_RP,T2_W1_RP,T2_W1,Wet,Go_2021
A266GOT2W2R1BS,GoT2W2BS,Go082,T2,Go,W2,W2a,BS,W2_BS,Y2021,T2_W2a,T2_Go,T2_BS,T2_W2_BS,T2_W2,Wet,Go_2021
A267GOT2W2R1RH,GoT2W2RH,Go083,T2,Go,W2,W2a,RH,W2_RH,Y2021,T2_W2a,T2_Go,T2_RH,T2_W2_RH,T2_W2,Wet,Go_2021
A268GOT2W2R1RP,GoT2W2RP,Go084,T2,Go,W2,W2a,RP,W2_RP,Y2021,T2_W2a,T2_Go,T2_RP,T2_W2_RP,T2_W2,Wet,Go_2021
A269GOT2W2R2BS,GoT2W2BS,Go085,T2,Go,W2,W2b,BS,W2_BS,Y2021,T2_W2b,T2_Go,T2_BS,T2_W2_BS,T2_W2,Wet,Go_2021
A270GOT2W2R2RH,GoT2W2RH,Go086,T2,Go,W2,W2b,RH,W2_RH,Y2021,T2_W2b,T2_Go,T2_RH,T2_W2_RH,T2_W2,Wet,Go_2021
A271GOT2W2R2RP,GoT2W2RP,Go087,T2,Go,W2,W2b,RP,W2_RP,Y2021,T2_W2b,T2_Go,T2_RP,T2_W2_RP,T2_W2,Wet,Go_2021
A272GOT2W2R3BS,GoT2W2BS,Go088,T2,Go,W2,W2c,BS,W2_BS,Y2021,T2_W2c,T2_Go,T2_BS,T2_W2_BS,T2_W2,Wet,Go_2021
A273GOT2W2R3RH,GoT2W2RH,Go089,T2,Go,W2,W2c,RH,W2_RH,Y2021,T2_W2c,T2_Go,T2_RH,T2_W2_RH,T2_W2,Wet,Go_2021
A274GOT2W2R3RP,GoT2W2RP,Go090,T2,Go,W2,W2c,RP,W2_RP,Y2021,T2_W2c,T2_Go,T2_RP,T2_W2_RP,T2_W2,Wet,Go_2021
A275GOT2WMR1BS,GoT2WMBS,Go091,T2,Go,WM,WMa,BS,WM_BS,Y2021,T2_WMa,T2_Go,T2_BS,T2_WM_BS,T2_WM,Wet,Go_2021
A276GOT2WMR1RH,GoT2WMRH,Go092,T2,Go,WM,WMa,RH,WM_RH,Y2021,T2_WMa,T2_Go,T2_RH,T2_WM_RH,T2_WM,Wet,Go_2021
A277GOT2WMR1RP,GoT2WMRP,Go093,T2,Go,WM,WMa,RP,WM_RP,Y2021,T2_WMa,T2_Go,T2_RP,T2_WM_RP,T2_WM,Wet,Go_2021
A278GOT2WMR2BS,GoT2WMBS,Go094,T2,Go,WM,WMb,BS,WM_BS,Y2021,T2_WMb,T2_Go,T2_BS,T2_WM_BS,T2_WM,Wet,Go_2021
A279GOT2WMR2RH,GoT2WMRH,Go095,T2,Go,WM,WMb,RH,WM_RH,Y2021,T2_WMb,T2_Go,T2_RH,T2_WM_RH,T2_WM,Wet,Go_2021
A280GOT2WMR2RP,GoT2WMRP,Go096,T2,Go,WM,WMb,RP,WM_RP,Y2021,T2_WMb,T2_Go,T2_RP,T2_WM_RP,T2_WM,Wet,Go_2021
A281GOT2WMR3BS,GoT2WMBS,Go097,T2,Go,WM,WMc,BS,WM_BS,Y2021,T2_WMc,T2_Go,T2_BS,T2_WM_BS,T2_WM,Wet,Go_2021
A282GOT2WMR3RH,GoT2WMRH,Go098,T2,Go,WM,WMc,RH,WM_RH,Y2021,T2_WMc,T2_Go,T2_RH,T2_WM_RH,T2_WM,Wet,Go_2021
A283GOT2WMR3RP,GoT2WMRP,Go099,T2,Go,WM,WMc,RP,WM_RP,Y2021,T2_WMc,T2_Go,T2_RP,T2_WM_RP,T2_WM,Wet,Go_2021
A284KIT2W1R1BS,KIT2W1BS,Ki065,T2,Ki,W1,W1a,BS,W1_BS,Y2021,T2_W1a,T2_Ki,T2_BS,T2_W1_BS,T2_W1,Wet,Ki_2021
A285KIT2W1R1RH,KIT2W1RH,Ki066,T2,Ki,W1,W1a,RH,W1_RH,Y2021,T2_W1a,T2_Ki,T2_RH,T2_W1_RH,T2_W1,Wet,Ki_2021
A286KIT2W1R1RP,KIT2W1RP,Ki067,T2,Ki,W1,W1a,RP,W1_RP,Y2021,T2_W1a,T2_Ki,T2_RP,T2_W1_RP,T2_W1,Wet,Ki_2021
A287KIT2W1R2BS,KIT2W1BS,Ki068,T2,Ki,W1,W1b,BS,W1_BS,Y2021,T2_W1b,T2_Ki,T2_BS,T2_W1_BS,T2_W1,Wet,Ki_2021
A288KIT2W1R2RH,KIT2W1RH,Ki069,T2,Ki,W1,W1b,RH,W1_RH,Y2021,T2_W1b,T2_Ki,T2_RH,T2_W1_RH,T2_W1,Wet,Ki_2021
A289KIT2W1R2RP,KIT2W1RP,Ki070,T2,Ki,W1,W1b,RP,W1_RP,Y2021,T2_W1b,T2_Ki,T2_RP,T2_W1_RP,T2_W1,Wet,Ki_2021
A290KIT2W1R3BS,KIT2W1BS,Ki071,T2,Ki,W1,W1c,BS,W1_BS,Y2021,T2_W1c,T2_Ki,T2_BS,T2_W1_BS,T2_W1,Wet,Ki_2021
A291KIT2W1R3RH,KIT2W1RH,Ki072,T2,Ki,W1,W1c,RH,W1_RH,Y2021,T2_W1c,T2_Ki,T2_RH,T2_W1_RH,T2_W1,Wet,Ki_2021
A292KIT2W1R3RP,KIT2W1RP,Ki073,T2,Ki,W1,W1c,RP,W1_RP,Y2021,T2_W1c,T2_Ki,T2_RP,T2_W1_RP,T2_W1,Wet,Ki_2021
A293KIT2W1R4BS,KIT2W1BS,Ki074,T2,Ki,W1,W1d,BS,W1_BS,Y2021,T2_W1d,T2_Ki,T2_BS,T2_W1_BS,T2_W1,Wet,Ki_2021
A294KIT2W1R4RH,KIT2W1RH,Ki075,T2,Ki,W1,W1d,RH,W1_RH,Y2021,T2_W1d,T2_Ki,T2_RH,T2_W1_RH,T2_W1,Wet,Ki_2021
A295KIT2W1R4RP,KIT2W1RP,Ki076,T2,Ki,W1,W1d,RP,W1_RP,Y2021,T2_W1d,T2_Ki,T2_RP,T2_W1_RP,T2_W1,Wet,Ki_2021
A296KIT2W3R1BS,KIT2W3BS,Ki077,T2,Ki,W3,W3a,BS,W3_BS,Y2021,T2_W3a,T2_Ki,T2_BS,T2_W3_BS,T2_W3,Wet,Ki_2021
A297KIT2W3R1RH,KIT2W3RH,Ki078,T2,Ki,W3,W3a,RH,W3_RH,Y2021,T2_W3a,T2_Ki,T2_RH,T2_W3_RH,T2_W3,Wet,Ki_2021
A298KIT2W3R1RP,KIT2W3RP,Ki079,T2,Ki,W3,W3a,RP,W3_RP,Y2021,T2_W3a,T2_Ki,T2_RP,T2_W3_RP,T2_W3,Wet,Ki_2021
A299KIT2W3R2BS,KIT2W3BS,Ki080,T2,Ki,W3,W3b,BS,W3_BS,Y2021,T2_W3b,T2_Ki,T2_BS,T2_W3_BS,T2_W3,Wet,Ki_2021
A300KIT2W3R2RH,KIT2W3RH,Ki081,T2,Ki,W3,W3b,RH,W3_RH,Y2021,T2_W3b,T2_Ki,T2_RH,T2_W3_RH,T2_W3,Wet,Ki_2021
A301KIT2W3R2RP,KIT2W3RP,Ki082,T2,Ki,W3,W3b,RP,W3_RP,Y2021,T2_W3b,T2_Ki,T2_RP,T2_W3_RP,T2_W3,Wet,Ki_2021
A302KIT2W3R3BS,KIT2W3BS,Ki083,T2,Ki,W3,W3c,BS,W3_BS,Y2021,T2_W3c,T2_Ki,T2_BS,T2_W3_BS,T2_W3,Wet,Ki_2021
A303KIT2W3R3RH,KIT2W3RH,Ki084,T2,Ki,W3,W3c,RH,W3_RH,Y2021,T2_W3c,T2_Ki,T2_RH,T2_W3_RH,T2_W3,Wet,Ki_2021
A304KIT2W3R3RP,KIT2W3RP,Ki085,T2,Ki,W3,W3c,RP,W3_RP,Y2021,T2_W3c,T2_Ki,T2_RP,T2_W3_RP,T2_W3,Wet,Ki_2021
A305KIT2W3R4BS,KIT2W3BS,Ki086,T2,Ki,W3,W3d,BS,W3_BS,Y2021,T2_W3d,T2_Ki,T2_BS,T2_W3_BS,T2_W3,Wet,Ki_2021
A306KIT2W3R4RH,KIT2W3RH,Ki087,T2,Ki,W3,W3d,RH,W3_RH,Y2021,T2_W3d,T2_Ki,T2_RH,T2_W3_RH,T2_W3,Wet,Ki_2021
A307KIT2W3R4RP,KIT2W3RP,Ki088,T2,Ki,W3,W3d,RP,W3_RP,Y2021,T2_W3d,T2_Ki,T2_RP,T2_W3_RP,T2_W3,Wet,Ki_2021
A308GOT3W1R1BS,GoT3W1BS,Go100,T3,Go,W1,W1a,BS,W1_BS,Y2021,T3_W1a,T3_Go,T3_BS,T3_W1_BS,T3_W1,Wet,Go_2021
A309GOT3W1R1RH,GoT3W1RH,Go101,T3,Go,W1,W1a,RH,W1_RH,Y2021,T3_W1a,T3_Go,T3_RH,T3_W1_RH,T3_W1,Wet,Go_2021
A310GOT3W1R1RP,GoT3W1RP,Go102,T3,Go,W1,W1a,RP,W1_RP,Y2021,T3_W1a,T3_Go,T3_RP,T3_W1_RP,T3_W1,Wet,Go_2021
A311GOT3W1R2BS,GoT3W1BS,Go103,T3,Go,W1,W1b,BS,W1_BS,Y2021,T3_W1b,T3_Go,T3_BS,T3_W1_BS,T3_W1,Wet,Go_2021
A312GOT3W1R2RH,GoT3W1RH,Go104,T3,Go,W1,W1b,RH,W1_RH,Y2021,T3_W1b,T3_Go,T3_RH,T3_W1_RH,T3_W1,Wet,Go_2021
A313GOT3W1R2RP,GoT3W1RP,Go105,T3,Go,W1,W1b,RP,W1_RP,Y2021,T3_W1b,T3_Go,T3_RP,T3_W1_RP,T3_W1,Wet,Go_2021
A314GOT3W1R3BS,GoT3W1BS,Go106,T3,Go,W1,W1c,BS,W1_BS,Y2021,T3_W1c,T3_Go,T3_BS,T3_W1_BS,T3_W1,Wet,Go_2021
A315GOT3W1R3RH,GoT3W1RH,Go107,T3,Go,W1,W1c,RH,W1_RH,Y2021,T3_W1c,T3_Go,T3_RH,T3_W1_RH,T3_W1,Wet,Go_2021
A316GOT3W1R3RP,GoT3W1RP,Go108,T3,Go,W1,W1c,RP,W1_RP,Y2021,T3_W1c,T3_Go,T3_RP,T3_W1_RP,T3_W1,Wet,Go_2021
A317GOT3W2R1BS,GoT3W2BS,Go109,T3,Go,W2,W2a,BS,W2_BS,Y2021,T3_W2a,T3_Go,T3_BS,T3_W2_BS,T3_W2,Wet,Go_2021
A318GOT3W2R1RH,GoT3W2RH,Go110,T3,Go,W2,W2a,RH,W2_RH,Y2021,T3_W2a,T3_Go,T3_RH,T3_W2_RH,T3_W2,Wet,Go_2021
A319GOT3W2R1RP,GoT3W2RP,Go111,T3,Go,W2,W2a,RP,W2_RP,Y2021,T3_W2a,T3_Go,T3_RP,T3_W2_RP,T3_W2,Wet,Go_2021
A320GOT3W2R2BS,GoT3W2BS,Go112,T3,Go,W2,W2b,BS,W2_BS,Y2021,T3_W2b,T3_Go,T3_BS,T3_W2_BS,T3_W2,Wet,Go_2021
A321GOT3W2R2RH,GoT3W2RH,Go113,T3,Go,W2,W2b,RH,W2_RH,Y2021,T3_W2b,T3_Go,T3_RH,T3_W2_RH,T3_W2,Wet,Go_2021
A322GOT3W2R2RP,GoT3W2RP,Go114,T3,Go,W2,W2b,RP,W2_RP,Y2021,T3_W2b,T3_Go,T3_RP,T3_W2_RP,T3_W2,Wet,Go_2021
A323GOT3W2R3BS,GoT3W2BS,Go115,T3,Go,W2,W2c,BS,W2_BS,Y2021,T3_W2c,T3_Go,T3_BS,T3_W2_BS,T3_W2,Wet,Go_2021
A324GOT3W2R3RH,GoT3W2RH,Go116,T3,Go,W2,W2c,RH,W2_RH,Y2021,T3_W2c,T3_Go,T3_RH,T3_W2_RH,T3_W2,Wet,Go_2021
A325GOT3W2R3RP,GoT3W2RP,Go117,T3,Go,W2,W2c,RP,W2_RP,Y2021,T3_W2c,T3_Go,T3_RP,T3_W2_RP,T3_W2,Wet,Go_2021
A326GOT3WMR1BS,GoT3WMBS,Go118,T3,Go,WM,WMa,BS,WM_BS,Y2021,T3_WMa,T3_Go,T3_BS,T3_WM_BS,T3_WM,Wet,Go_2021
A327GOT3WMR1RH,GoT3WMRH,Go119,T3,Go,WM,WMa,RH,WM_RH,Y2021,T3_WMa,T3_Go,T3_RH,T3_WM_RH,T3_WM,Wet,Go_2021
A328GOT3WMR1RP,GoT3WMRP,Go120,T3,Go,WM,WMa,RP,WM_RP,Y2021,T3_WMa,T3_Go,T3_RP,T3_WM_RP,T3_WM,Wet,Go_2021
A329GOT3WMR2BS,GoT3WMBS,Go121,T3,Go,WM,WMb,BS,WM_BS,Y2021,T3_WMb,T3_Go,T3_BS,T3_WM_BS,T3_WM,Wet,Go_2021
A330GOT3WMR2RH,GoT3WMRH,Go122,T3,Go,WM,WMb,RH,WM_RH,Y2021,T3_WMb,T3_Go,T3_RH,T3_WM_RH,T3_WM,Wet,Go_2021
A331GOT3WMR2RP,GoT3WMRP,Go123,T3,Go,WM,WMb,RP,WM_RP,Y2021,T3_WMb,T3_Go,T3_RP,T3_WM_RP,T3_WM,Wet,Go_2021
A332GOT3WMR3BS,GoT3WMBS,Go124,T3,Go,WM,WMc,BS,WM_BS,Y2021,T3_WMc,T3_Go,T3_BS,T3_WM_BS,T3_WM,Wet,Go_2021
A333GOT3WMR3RH,GoT3WMRH,Go125,T3,Go,WM,WMc,RH,WM_RH,Y2021,T3_WMc,T3_Go,T3_RH,T3_WM_RH,T3_WM,Wet,Go_2021
A334GOT3WMR3RP,GoT3WMRP,Go126,T3,Go,WM,WMc,RP,WM_RP,Y2021,T3_WMc,T3_Go,T3_RP,T3_WM_RP,T3_WM,Wet,Go_2021
A335KIT3W1R1BS,KIT3W1BS,Ki089,T3,Ki,W1,W1a,BS,W1_BS,Y2021,T3_W1a,T3_Ki,T3_BS,T3_W1_BS,T3_W1,Wet,Ki_2021
A336KIT3W1R1RH,KIT3W1RH,Ki090,T3,Ki,W1,W1a,RH,W1_RH,Y2021,T3_W1a,T3_Ki,T3_RH,T3_W1_RH,T3_W1,Wet,Ki_2021
A337KIT3W1R1RP,KIT3W1RP,Ki091,T3,Ki,W1,W1a,RP,W1_RP,Y2021,T3_W1a,T3_Ki,T3_RP,T3_W1_RP,T3_W1,Wet,Ki_2021
A338KIT3W1R2BS,KIT3W1BS,Ki092,T3,Ki,W1,W1b,BS,W1_BS,Y2021,T3_W1b,T3_Ki,T3_BS,T3_W1_BS,T3_W1,Wet,Ki_2021
A339KIT3W1R2RH,KIT3W1RH,Ki093,T3,Ki,W1,W1b,RH,W1_RH,Y2021,T3_W1b,T3_Ki,T3_RH,T3_W1_RH,T3_W1,Wet,Ki_2021
A340KIT3W1R2RP,KIT3W1RP,Ki094,T3,Ki,W1,W1b,RP,W1_RP,Y2021,T3_W1b,T3_Ki,T3_RP,T3_W1_RP,T3_W1,Wet,Ki_2021
A341KIT3W1R3BS,KIT3W1BS,Ki095,T3,Ki,W1,W1c,BS,W1_BS,Y2021,T3_W1c,T3_Ki,T3_BS,T3_W1_BS,T3_W1,Wet,Ki_2021
A342KIT3W1R3RH,KIT3W1RH,Ki096,T3,Ki,W1,W1c,RH,W1_RH,Y2021,T3_W1c,T3_Ki,T3_RH,T3_W1_RH,T3_W1,Wet,Ki_2021
A343KIT3W1R3RP,KIT3W1RP,Ki097,T3,Ki,W1,W1c,RP,W1_RP,Y2021,T3_W1c,T3_Ki,T3_RP,T3_W1_RP,T3_W1,Wet,Ki_2021
A344KIT3W1R4BS,KIT3W1BS,Ki098,T3,Ki,W1,W1d,BS,W1_BS,Y2021,T3_W1d,T3_Ki,T3_BS,T3_W1_BS,T3_W1,Wet,Ki_2021
A345KIT3W1R4RH,KIT3W1RH,Ki099,T3,Ki,W1,W1d,RH,W1_RH,Y2021,T3_W1d,T3_Ki,T3_RH,T3_W1_RH,T3_W1,Wet,Ki_2021
A346KIT3W1R4RP,KIT3W1RP,Ki100,T3,Ki,W1,W1d,RP,W1_RP,Y2021,T3_W1d,T3_Ki,T3_RP,T3_W1_RP,T3_W1,Wet,Ki_2021
A347KIT3W3R1BS,KIT3W3BS,Ki101,T3,Ki,W3,W3a,BS,W3_BS,Y2021,T3_W3a,T3_Ki,T3_BS,T3_W3_BS,T3_W3,Wet,Ki_2021
A348KIT3W3R1RH,KIT3W3RH,Ki102,T3,Ki,W3,W3a,RH,W3_RH,Y2021,T3_W3a,T3_Ki,T3_RH,T3_W3_RH,T3_W3,Wet,Ki_2021
A349KIT3W3R1RP,KIT3W3RP,Ki103,T3,Ki,W3,W3a,RP,W3_RP,Y2021,T3_W3a,T3_Ki,T3_RP,T3_W3_RP,T3_W3,Wet,Ki_2021
A350KIT3W3R2BS,KIT3W3BS,Ki104,T3,Ki,W3,W3b,BS,W3_BS,Y2021,T3_W3b,T3_Ki,T3_BS,T3_W3_BS,T3_W3,Wet,Ki_2021
A351KIT3W3R2RH,KIT3W3RH,Ki105,T3,Ki,W3,W3b,RH,W3_RH,Y2021,T3_W3b,T3_Ki,T3_RH,T3_W3_RH,T3_W3,Wet,Ki_2021
A352KIT3W3R2RP,KIT3W3RP,Ki106,T3,Ki,W3,W3b,RP,W3_RP,Y2021,T3_W3b,T3_Ki,T3_RP,T3_W3_RP,T3_W3,Wet,Ki_2021
A353KIT3W3R3BS,KIT3W3BS,Ki107,T3,Ki,W3,W3c,BS,W3_BS,Y2021,T3_W3c,T3_Ki,T3_BS,T3_W3_BS,T3_W3,Wet,Ki_2021
A354KIT3W3R3RH,KIT3W3RH,Ki108,T3,Ki,W3,W3c,RH,W3_RH,Y2021,T3_W3c,T3_Ki,T3_RH,T3_W3_RH,T3_W3,Wet,Ki_2021
A355KIT3W3R3RP,KIT3W3RP,Ki109,T3,Ki,W3,W3c,RP,W3_RP,Y2021,T3_W3c,T3_Ki,T3_RP,T3_W3_RP,T3_W3,Wet,Ki_2021
A356KIT3W3R4BS,KIT3W3BS,Ki110,T3,Ki,W3,W3d,BS,W3_BS,Y2021,T3_W3d,T3_Ki,T3_BS,T3_W3_BS,T3_W3,Wet,Ki_2021
A357KIT3W3R4RH,KIT3W3RH,Ki111,T3,Ki,W3,W3d,RH,W3_RH,Y2021,T3_W3d,T3_Ki,T3_RH,T3_W3_RH,T3_W3,Wet,Ki_2021
A358KIT3W3R4RP,KIT3W3RP,Ki112,T3,Ki,W3,W3d,RP,W3_RP,Y2021,T3_W3d,T3_Ki,T3_RP,T3_W3_RP,T3_W3,Wet,Ki_2021
A359GOT1W1R1BS,GoT1W1BS,Go127,T1,Go,W1,W1a,BS,W1_BS,Y2021,T1_W1a,T1_Go,T1_BS,T1_W1_BS,T1_W1,Wet,Go_2021
A360GOT1W1R1RH,GoT1W1RH,Go128,T1,Go,W1,W1a,RH,W1_RH,Y2021,T1_W1a,T1_Go,T1_RH,T1_W1_RH,T1_W1,Wet,Go_2021
A361GOT1W1R1RP,GoT1W1RP,Go129,T1,Go,W1,W1a,RP,W1_RP,Y2021,T1_W1a,T1_Go,T1_RP,T1_W1_RP,T1_W1,Wet,Go_2021
A362GOT1W1R2BS,GoT1W1BS,Go130,T1,Go,W1,W1b,BS,W1_BS,Y2021,T1_W1b,T1_Go,T1_BS,T1_W1_BS,T1_W1,Wet,Go_2021
A363GOT1W1R2RH,GoT1W1RH,Go131,T1,Go,W1,W1b,RH,W1_RH,Y2021,T1_W1b,T1_Go,T1_RH,T1_W1_RH,T1_W1,Wet,Go_2021
A364GOT1W1R2RP,GoT1W1RP,Go132,T1,Go,W1,W1b,RP,W1_RP,Y2021,T1_W1b,T1_Go,T1_RP,T1_W1_RP,T1_W1,Wet,Go_2021
A365GOT1W1R3BS,GoT1W1BS,Go133,T1,Go,W1,W1c,BS,W1_BS,Y2021,T1_W1c,T1_Go,T1_BS,T1_W1_BS,T1_W1,Wet,Go_2021
A366GOT1W1R3RH,GoT1W1RH,Go134,T1,Go,W1,W1c,RH,W1_RH,Y2021,T1_W1c,T1_Go,T1_RH,T1_W1_RH,T1_W1,Wet,Go_2021
A367GOT1W1R3RP,GoT1W1RP,Go135,T1,Go,W1,W1c,RP,W1_RP,Y2021,T1_W1c,T1_Go,T1_RP,T1_W1_RP,T1_W1,Wet,Go_2021
A368GOT1W2R1BS,GoT1W2BS,Go136,T1,Go,W2,W2a,BS,W2_BS,Y2021,T1_W2a,T1_Go,T1_BS,T1_W2_BS,T1_W2,Wet,Go_2021
A369GOT1W2R1RH,GoT1W2RH,Go137,T1,Go,W2,W2a,RH,W2_RH,Y2021,T1_W2a,T1_Go,T1_RH,T1_W2_RH,T1_W2,Wet,Go_2021
A370GOT1W2R1RP,GoT1W2RP,Go138,T1,Go,W2,W2a,RP,W2_RP,Y2021,T1_W2a,T1_Go,T1_RP,T1_W2_RP,T1_W2,Wet,Go_2021
A371GOT1W2R2BS,GoT1W2BS,Go139,T1,Go,W2,W2b,BS,W2_BS,Y2021,T1_W2b,T1_Go,T1_BS,T1_W2_BS,T1_W2,Wet,Go_2021
A372GOT1W2R2RH,GoT1W2RH,Go140,T1,Go,W2,W2b,RH,W2_RH,Y2021,T1_W2b,T1_Go,T1_RH,T1_W2_RH,T1_W2,Wet,Go_2021
A373GOT1W2R2RP,GoT1W2RP,Go141,T1,Go,W2,W2b,RP,W2_RP,Y2021,T1_W2b,T1_Go,T1_RP,T1_W2_RP,T1_W2,Wet,Go_2021
A374GOT1W2R3BS,GoT1W2BS,Go142,T1,Go,W2,W2c,BS,W2_BS,Y2021,T1_W2c,T1_Go,T1_BS,T1_W2_BS,T1_W2,Wet,Go_2021
A375GOT1W2R3RH,GoT1W2RH,Go143,T1,Go,W2,W2c,RH,W2_RH,Y2021,T1_W2c,T1_Go,T1_RH,T1_W2_RH,T1_W2,Wet,Go_2021
A376GOT1W2R3RP,GoT1W2RP,Go144,T1,Go,W2,W2c,RP,W2_RP,Y2021,T1_W2c,T1_Go,T1_RP,T1_W2_RP,T1_W2,Wet,Go_2021
A377GOT1WMR1BS,GoT1WMBS,Go145,T1,Go,WM,WMa,BS,WM_BS,Y2021,T1_WMa,T1_Go,T1_BS,T1_WM_BS,T1_WM,Wet,Go_2021
A378GOT1WMR1RH,GoT1WMRH,Go146,T1,Go,WM,WMa,RH,WM_RH,Y2021,T1_WMa,T1_Go,T1_RH,T1_WM_RH,T1_WM,Wet,Go_2021
A379GOT1WMR1RP,GoT1WMRP,Go147,T1,Go,WM,WMa,RP,WM_RP,Y2021,T1_WMa,T1_Go,T1_RP,T1_WM_RP,T1_WM,Wet,Go_2021
A380GOT1WMR2BS,GoT1WMBS,Go148,T1,Go,WM,WMb,BS,WM_BS,Y2021,T1_WMb,T1_Go,T1_BS,T1_WM_BS,T1_WM,Wet,Go_2021
A381GOT1WMR2RH,GoT1WMRH,Go149,T1,Go,WM,WMb,RH,WM_RH,Y2021,T1_WMb,T1_Go,T1_RH,T1_WM_RH,T1_WM,Wet,Go_2021
A382GOT1WMR2RP,GoT1WMRP,Go150,T1,Go,WM,WMb,RP,WM_RP,Y2021,T1_WMb,T1_Go,T1_RP,T1_WM_RP,T1_WM,Wet,Go_2021
A383GOT1WMR3BS,GoT1WMBS,Go151,T1,Go,WM,WMc,BS,WM_BS,Y2021,T1_WMc,T1_Go,T1_BS,T1_WM_BS,T1_WM,Wet,Go_2021
A384GOT1WMR3RH,GoT1WMRH,Go152,T1,Go,WM,WMc,RH,WM_RH,Y2021,T1_WMc,T1_Go,T1_RH,T1_WM_RH,T1_WM,Wet,Go_2021
A385GOT1WMR3RP,GoT1WMRP,Go153,T1,Go,WM,WMc,RP,WM_RP,Y2021,T1_WMc,T1_Go,T1_RP,T1_WM_RP,T1_WM,Wet,Go_2021
A386KIT1W1R1BS,KIT1W1BS,Ki113,T1,Ki,W1,W1a,BS,W1_BS,Y2021,T1_W1a,T1_Ki,T1_BS,T1_W1_BS,T1_W1,Wet,Ki_2021
A387KIT1W1R1RH,KIT1W1RH,Ki114,T1,Ki,W1,W1a,RH,W1_RH,Y2021,T1_W1a,T1_Ki,T1_RH,T1_W1_RH,T1_W1,Wet,Ki_2021
A388KIT1W1R1RP,KIT1W1RP,Ki115,T1,Ki,W1,W1a,RP,W1_RP,Y2021,T1_W1a,T1_Ki,T1_RP,T1_W1_RP,T1_W1,Wet,Ki_2021
A389KIT1W1R2BS,KIT1W1BS,Ki116,T1,Ki,W1,W1b,BS,W1_BS,Y2021,T1_W1b,T1_Ki,T1_BS,T1_W1_BS,T1_W1,Wet,Ki_2021
A390KIT1W1R2RH,KIT1W1RH,Ki117,T1,Ki,W1,W1b,RH,W1_RH,Y2021,T1_W1b,T1_Ki,T1_RH,T1_W1_RH,T1_W1,Wet,Ki_2021
A391KIT1W1R2RP,KIT1W1RP,Ki118,T1,Ki,W1,W1b,RP,W1_RP,Y2021,T1_W1b,T1_Ki,T1_RP,T1_W1_RP,T1_W1,Wet,Ki_2021
A392KIT1W1R3BS,KIT1W1BS,Ki119,T1,Ki,W1,W1c,BS,W1_BS,Y2021,T1_W1c,T1_Ki,T1_BS,T1_W1_BS,T1_W1,Wet,Ki_2021
A393KIT1W1R3RH,KIT1W1RH,Ki120,T1,Ki,W1,W1c,RH,W1_RH,Y2021,T1_W1c,T1_Ki,T1_RH,T1_W1_RH,T1_W1,Wet,Ki_2021
A394KIT1W1R3RP,KIT1W1RP,Ki121,T1,Ki,W1,W1c,RP,W1_RP,Y2021,T1_W1c,T1_Ki,T1_RP,T1_W1_RP,T1_W1,Wet,Ki_2021
A395KIT1W1R4BS,KIT1W1BS,Ki122,T1,Ki,W1,W1d,BS,W1_BS,Y2021,T1_W1d,T1_Ki,T1_BS,T1_W1_BS,T1_W1,Wet,Ki_2021
